HomeSeekers and HomeMakers,"Directory: HDB, EC and Condo Discussions",https://forums.hardwarezone.com.sg/threads/directory-hdb-ec-and-condo-discussions.5240858/,"Aug 2, 2019"
HomeSeekers and HomeMakers,Which Direction Will Property Prices Go ?,https://forums.hardwarezone.com.sg/threads/which-direction-will-property-prices-go.6382009/,17 minutes ago
HomeSeekers and HomeMakers,[[ Official Aug 2022 BTO ]],https://forums.hardwarezone.com.sg/threads/official-aug-2022-bto.6747511/,25 minutes ago
HomeSeekers and HomeMakers,[[ Official November 2022 BTO ]],https://forums.hardwarezone.com.sg/threads/official-november-2022-bto.6755776/,45 minutes ago
HomeSeekers and HomeMakers,Moving into Resale Flat while Broke,https://forums.hardwarezone.com.sg/threads/moving-into-resale-flat-while-broke.6804888/,50 minutes ago
HomeSeekers and HomeMakers,HDB Resale Flat TIME-LINE Discussion,https://forums.hardwarezone.com.sg/threads/hdb-resale-flat-time-line-discussion.6362932/,Today at 1:38 PM
HomeSeekers and HomeMakers,Lentor Modern by Guocoland,https://forums.hardwarezone.com.sg/threads/lentor-modern-by-guocoland.6778597/,Today at 12:25 PM
HomeSeekers and HomeMakers,Free Advice/Discussion on Bank Mortgage loan,https://forums.hardwarezone.com.sg/threads/free-advice-discussion-on-bank-mortgage-loan.3639010/,Today at 10:33 AM
HomeSeekers and HomeMakers,Building loft/mezzanine inside condo,https://forums.hardwarezone.com.sg/threads/building-loft-mezzanine-inside-condo.6128147/,Today at 8:12 AM
HomeSeekers and HomeMakers,SBF May 2022,https://forums.hardwarezone.com.sg/threads/sbf-may-2022.6742640/,Yesterday at 11:09 PM
HomeSeekers and HomeMakers,The Gazania,https://forums.hardwarezone.com.sg/threads/the-gazania.5936503/,Yesterday at 9:42 PM
HomeSeekers and HomeMakers,Clementi Peaks & Clementi NorthArc - Feb 2017 BTO,https://forums.hardwarezone.com.sg/threads/clementi-peaks-clementi-northarc-feb-2017-bto.5596285/,Yesterday at 7:59 PM
HomeSeekers and HomeMakers,Looking for cosmetic dentist for smile makeover before wedding,https://forums.hardwarezone.com.sg/threads/looking-for-cosmetic-dentist-for-smile-makeover-before-wedding.6803346/,Yesterday at 7:54 PM
HomeSeekers and HomeMakers,Official May 2018 BTO,https://forums.hardwarezone.com.sg/threads/official-may-2018-bto.5771115/,Yesterday at 7:54 PM
HomeSeekers and HomeMakers,Advice Needed: Which Town Better for Resale and School Distance,https://forums.hardwarezone.com.sg/threads/advice-needed-which-town-better-for-resale-and-school-distance.6798519/,Yesterday at 5:58 PM
HomeSeekers and HomeMakers,Free advice/discussion on buy/sell of Resale flat (Part 6) - Part 2,https://forums.hardwarezone.com.sg/threads/free-advice-discussion-on-buy-sell-of-resale-flat-part-6-part-2.6361914/,Yesterday at 1:01 PM
HomeSeekers and HomeMakers,[Official] November 2016 BTO - Punngol Matilda Sundeck / Trio Northshore / Waterway Sunrise 1,https://forums.hardwarezone.com.sg/threads/official-november-2016-bto-punngol-matilda-sundeck-trio-northshore-waterway-sunrise-1.5557829/,Yesterday at 12:58 PM
HomeSeekers and HomeMakers,[[ Official May 2022 BTO ]],https://forums.hardwarezone.com.sg/threads/official-may-2022-bto.6694001/,Yesterday at 10:21 AM
HomeSeekers and HomeMakers,The Landmark @ chin swee road,https://forums.hardwarezone.com.sg/threads/the-landmark-chin-swee-road.6363718/,Sunday at 10:11 PM
HomeSeekers and HomeMakers,What happens if i buy a resale HDB under single scheme and gets married after?,https://forums.hardwarezone.com.sg/threads/what-happens-if-i-buy-a-resale-hdb-under-single-scheme-and-gets-married-after.4753580/,Sunday at 7:27 PM
HomeSeekers and HomeMakers,"[Discussion] for those of you whom are landlords, how long does it take for you to find tenants once a room is vacant?",https://forums.hardwarezone.com.sg/threads/discussion-for-those-of-you-whom-are-landlords-how-long-does-it-take-for-you-to-find-tenants-once-a-room-is-vacant.6797069/,Sunday at 8:07 AM
HomeSeekers and HomeMakers,Jadescape by Qing Jian,https://forums.hardwarezone.com.sg/threads/jadescape-by-qing-jian.5900034/,Saturday at 2:54 PM
HomeSeekers and HomeMakers,RES COURSE,https://forums.hardwarezone.com.sg/threads/res-course.3097110/,Friday at 10:53 PM
HomeSeekers and HomeMakers,New EC at Sumang Walk,https://forums.hardwarezone.com.sg/threads/new-ec-at-sumang-walk.6045621/,Friday at 4:51 PM
HomeSeekers and HomeMakers,The Commodore and The Watergardens at Canberra,https://forums.hardwarezone.com.sg/threads/the-commodore-and-the-watergardens-at-canberra.6502740/,Wednesday at 4:43 PM
HomeSeekers and HomeMakers,Can you stand water feature noises from the swimning pool?,https://forums.hardwarezone.com.sg/threads/can-you-stand-water-feature-noises-from-the-swimning-pool.6800619/,Wednesday at 4:04 PM
HomeSeekers and HomeMakers,[[ Official February 2023 BTO ]],https://forums.hardwarezone.com.sg/threads/official-february-2023-bto.6802355/,Wednesday at 11:33 AM
HomeSeekers and HomeMakers,More BTO Flats Set Aside for First-Timers,https://forums.hardwarezone.com.sg/threads/more-bto-flats-set-aside-for-first-timers.6800644/,Wednesday at 12:42 AM
HomeSeekers and HomeMakers,Conveyancing Lawyer Recommendation,https://forums.hardwarezone.com.sg/threads/conveyancing-lawyer-recommendation.5898756/,"Aug 30, 2022"
HomeSeekers and HomeMakers,Noisy neighbour upstairs,https://forums.hardwarezone.com.sg/threads/noisy-neighbour-upstairs.5959588/,"Aug 30, 2022"
HomeSeekers and HomeMakers,North Gaia EC at Yishun Ave 9,https://forums.hardwarezone.com.sg/threads/north-gaia-ec-at-yishun-ave-9.6624104/,"Aug 30, 2022"
HomeSeekers and HomeMakers,resale OTP for non-citizen spouse scheme,https://forums.hardwarezone.com.sg/threads/resale-otp-for-non-citizen-spouse-scheme.6801779/,"Aug 30, 2022"
HomeSeekers and HomeMakers,Location of water mains for old flats,https://forums.hardwarezone.com.sg/threads/location-of-water-mains-for-old-flats.5878478/,"Aug 30, 2022"
HomeSeekers and HomeMakers,Problems with HDB top floor old resale flats?,https://forums.hardwarezone.com.sg/threads/problems-with-hdb-top-floor-old-resale-flats.6797822/,"Aug 29, 2022"
HomeSeekers and HomeMakers,Possible to change BTO unit after paying deposit?,https://forums.hardwarezone.com.sg/threads/possible-to-change-bto-unit-after-paying-deposit.6800909/,"Aug 29, 2022"
HomeSeekers and HomeMakers,Resale HDB - Purchase of Recessed Area. When is the fastest & best time to 'buy' the recessed area during the Purchase of Re-sale HDB process?,https://forums.hardwarezone.com.sg/threads/resale-hdb-purchase-of-recessed-area-when-is-the-fastest-best-time-to-buy-the-recessed-area-during-the-purchase-of-re-sale-hdb-process.6696776/,"Aug 28, 2022"
HomeSeekers and HomeMakers,Cooling Measure announced from 16 dec 2021. Comments on impact and property trends thereafter,https://forums.hardwarezone.com.sg/threads/cooling-measure-announced-from-16-dec-2021-comments-on-impact-and-property-trends-thereafter.6660875/,"Aug 28, 2022"
HomeSeekers and HomeMakers,筍盤來了！！！Canninghill Piers,https://forums.hardwarezone.com.sg/threads/canninghill-piers.6585850/,"Aug 27, 2022"
HomeSeekers and HomeMakers,Penthouse at Parc Rosewood on the market for $1.23 mil,https://forums.hardwarezone.com.sg/threads/penthouse-at-parc-rosewood-on-the-market-for-1-23-mil.6370945/,"Aug 27, 2022"
HomeSeekers and HomeMakers,Parc Clementis (former Park West),https://forums.hardwarezone.com.sg/threads/parc-clementis-former-park-west.6090268/,"Aug 27, 2022"
HomeSeekers and HomeMakers,Need advice on Windows to block out strong winds,https://forums.hardwarezone.com.sg/threads/need-advice-on-windows-to-block-out-strong-winds.6214154/,"Aug 26, 2022"
HomeSeekers and HomeMakers,Loan tenure,https://forums.hardwarezone.com.sg/threads/loan-tenure.6799812/,"Aug 26, 2022"
HomeSeekers and HomeMakers,Where to buy fire extinguisher + smoke detector?,https://forums.hardwarezone.com.sg/threads/where-to-buy-fire-extinguisher-smoke-detector.3848885/,"Aug 25, 2022"
HomeSeekers and HomeMakers,seeking advice to park cash from house loan,https://forums.hardwarezone.com.sg/threads/seeking-advice-to-park-cash-from-house-loan.6798219/,"Aug 25, 2022"
HomeSeekers and HomeMakers,Daintree Residences,https://forums.hardwarezone.com.sg/threads/daintree-residences.5881608/,"Aug 23, 2022"
HomeSeekers and HomeMakers,Need advice on family nucleus,https://forums.hardwarezone.com.sg/threads/need-advice-on-family-nucleus.6798415/,"Aug 23, 2022"
HomeSeekers and HomeMakers,Will this be the next MRT line to be announced?,https://forums.hardwarezone.com.sg/threads/will-this-be-the-next-mrt-line-to-be-announced.6726727/,"Aug 23, 2022"
HomeSeekers and HomeMakers,BTO style windows for old resale flat,https://forums.hardwarezone.com.sg/threads/bto-style-windows-for-old-resale-flat.6728639/,"Aug 23, 2022"
HomeSeekers and HomeMakers,Appealing to HDB to sell flat before MOP,https://forums.hardwarezone.com.sg/threads/appealing-to-hdb-to-sell-flat-before-mop.6798227/,"Aug 22, 2022"
HomeSeekers and HomeMakers,People's Park Centre up for collective sale at $1.8 billion,https://forums.hardwarezone.com.sg/threads/peoples-park-centre-up-for-collective-sale-at-1-8-billion.6775250/,"Aug 22, 2022"
HomeSeekers and HomeMakers,Vacant Posession,https://forums.hardwarezone.com.sg/threads/vacant-posession.6796629/,"Aug 22, 2022"
HomeSeekers and HomeMakers,mid floor with confirmed garden + playground view or high floor with unknown high rise development view?,https://forums.hardwarezone.com.sg/threads/mid-floor-with-confirmed-garden-playground-view-or-high-floor-with-unknown-high-rise-development-view.6793117/,"Aug 22, 2022"
HomeSeekers and HomeMakers,Forett,https://forums.hardwarezone.com.sg/threads/forett.6185874/,"Aug 22, 2022"
HomeSeekers and HomeMakers,Legal Fee & Stamp Duty Issues,https://forums.hardwarezone.com.sg/threads/legal-fee-stamp-duty-issues.6036221/,"Aug 22, 2022"
HomeSeekers and HomeMakers,Qns Regarding EC Deferred payment scheme,https://forums.hardwarezone.com.sg/threads/qns-regarding-ec-deferred-payment-scheme.6796928/,"Aug 21, 2022"
HomeSeekers and HomeMakers,Copen Grand EC,https://forums.hardwarezone.com.sg/threads/copen-grand-ec.6775727/,"Aug 21, 2022"
HomeSeekers and HomeMakers,How low will your property agent go to list your property?,https://forums.hardwarezone.com.sg/threads/how-low-will-your-property-agent-go-to-list-your-property.6796988/,"Aug 21, 2022"
HomeSeekers and HomeMakers,OLA EC @ Anchorvale,https://forums.hardwarezone.com.sg/threads/ola-ec-anchorvale.6146944/,"Aug 21, 2022"
HomeSeekers and HomeMakers,Calculations for CPF housing grant,https://forums.hardwarezone.com.sg/threads/calculations-for-cpf-housing-grant.6796176/,"Aug 18, 2022"
HomeSeekers and HomeMakers,"For home owners that are looking at installing water filters, is it good or bad?",https://forums.hardwarezone.com.sg/threads/for-home-owners-that-are-looking-at-installing-water-filters-is-it-good-or-bad.6764227/,"Aug 18, 2022"
HomeSeekers and HomeMakers,Lentor GLS,https://forums.hardwarezone.com.sg/threads/lentor-gls.6535062/,"Aug 18, 2022"
HomeSeekers and HomeMakers,Chuan Park for $938m?,https://forums.hardwarezone.com.sg/threads/chuan-park-for-938m.6614291/,"Aug 18, 2022"
HomeSeekers and HomeMakers,Best time to buy - Q4 2021-2022,https://forums.hardwarezone.com.sg/threads/best-time-to-buy-q4-2021-2022.6397490/,"Aug 18, 2022"
HomeSeekers and HomeMakers,COV Discussion,https://forums.hardwarezone.com.sg/threads/cov-discussion.6794281/,"Aug 18, 2022"
HomeSeekers and HomeMakers,Seller asked for extension after HDB approval on sale and purchase,https://forums.hardwarezone.com.sg/threads/seller-asked-for-extension-after-hdb-approval-on-sale-and-purchase.6500673/,"Aug 17, 2022"
HomeSeekers and HomeMakers,Can I afford a 2.5m condo comfortably?,https://forums.hardwarezone.com.sg/threads/can-i-afford-a-2-5m-condo-comfortably.6730885/,"Aug 17, 2022"
HomeSeekers and HomeMakers,stuck between HDB resale and Pvt condo,https://forums.hardwarezone.com.sg/threads/stuck-between-hdb-resale-and-pvt-condo.6791242/,"Aug 17, 2022"
HomeSeekers and HomeMakers,Singapore's new private home sales fall 64% in June on lack of launches,https://forums.hardwarezone.com.sg/threads/singapores-new-private-home-sales-fall-64-in-june-on-lack-of-launches.6780904/,"Aug 16, 2022"
HomeSeekers and HomeMakers,DBS loan compulsory Property insurance,https://forums.hardwarezone.com.sg/threads/dbs-loan-compulsory-property-insurance.5773806/,"Aug 16, 2022"
HomeSeekers and HomeMakers,Tengah Garden Walk EC,https://forums.hardwarezone.com.sg/threads/tengah-garden-walk-ec.6347552/,"Aug 16, 2022"
HomeSeekers and HomeMakers,The Crest - A luxury Development by Wing Tai | Developer Sales 6100 3447,https://forums.hardwarezone.com.sg/threads/the-crest-a-luxury-development-by-wing-tai-developer-sales-6100-3447.5579576/,"Aug 16, 2022"
HomeSeekers and HomeMakers,Loft @ Nathan,https://forums.hardwarezone.com.sg/threads/loft-nathan.6293756/,"Aug 16, 2022"
HomeSeekers and HomeMakers,Parc Greenwich EC,https://forums.hardwarezone.com.sg/threads/parc-greenwich-ec.6473508/,"Aug 15, 2022"
HomeSeekers and HomeMakers,Can you sell HDB before MOP?,https://forums.hardwarezone.com.sg/threads/can-you-sell-hdb-before-mop.6794885/,"Aug 15, 2022"
HomeSeekers and HomeMakers,HDB Transfer of Ownership (Not through sale) & ABSD,https://forums.hardwarezone.com.sg/threads/hdb-transfer-of-ownership-not-through-sale-absd.6779162/,"Aug 15, 2022"
HomeSeekers and HomeMakers,Redevelopment of Sembawang Shipyard after 2024,https://forums.hardwarezone.com.sg/threads/redevelopment-of-sembawang-shipyard-after-2024.6780847/,"Aug 15, 2022"
HomeSeekers and HomeMakers,10 common misconceptions about home buying in 2022,https://forums.hardwarezone.com.sg/threads/10-common-misconceptions-about-home-buying-in-2022.6794639/,"Aug 14, 2022"
HomeSeekers and HomeMakers,Workmanship for Optional Component Scheme BTO flat,https://forums.hardwarezone.com.sg/threads/workmanship-for-optional-component-scheme-bto-flat.6792119/,"Aug 14, 2022"
HomeSeekers and HomeMakers,HDB Essential-Occupiers Scheme,https://forums.hardwarezone.com.sg/threads/hdb-essential-occupiers-scheme.6285909/,"Aug 13, 2022"
HomeSeekers and HomeMakers,Noob question about mezzanine,https://forums.hardwarezone.com.sg/threads/noob-question-about-mezzanine.6793968/,"Aug 13, 2022"
HomeSeekers and HomeMakers,Want to ask about cashier order,https://forums.hardwarezone.com.sg/threads/want-to-ask-about-cashier-order.6791838/,"Aug 13, 2022"
HomeSeekers and HomeMakers,Transferring name for fiance scheme after breakup,https://forums.hardwarezone.com.sg/threads/transferring-name-for-fiance-scheme-after-breakup.6793534/,"Aug 12, 2022"
HomeSeekers and HomeMakers,Bankrupt seller,https://forums.hardwarezone.com.sg/threads/bankrupt-seller.5208124/,"Aug 12, 2022"
HomeSeekers and HomeMakers,HDB flat buyers in 3 BTO projects frustrated by fresh delays just months before completion,https://forums.hardwarezone.com.sg/threads/hdb-flat-buyers-in-3-bto-projects-frustrated-by-fresh-delays-just-months-before-completion.6730534/,"Aug 12, 2022"
HomeSeekers and HomeMakers,Golden Mile Complex: Test case for collective sale and conservation,https://forums.hardwarezone.com.sg/threads/golden-mile-complex-test-case-for-collective-sale-and-conservation.6651028/,"Aug 10, 2022"
HomeSeekers and HomeMakers,Newly MOP 2 rm or Old 3 rm resale? Planning to get BTO after 5 years. Please advise,https://forums.hardwarezone.com.sg/threads/newly-mop-2-rm-or-old-3-rm-resale-planning-to-get-bto-after-5-years-please-advise.6791101/,"Aug 10, 2022"
HomeSeekers and HomeMakers,HLE application But with HX rating,https://forums.hardwarezone.com.sg/threads/hle-application-but-with-hx-rating.6001833/,"Aug 10, 2022"
HomeSeekers and HomeMakers,[[ Official Selective En bloc Redevelopment Scheme (SERS)]],https://forums.hardwarezone.com.sg/threads/official-selective-en-bloc-redevelopment-scheme-sers.6728490/,"Aug 9, 2022"
HomeSeekers and HomeMakers,Why does HDB need so long to build pre-fab HDB apartments?,https://forums.hardwarezone.com.sg/threads/why-does-hdb-need-so-long-to-build-pre-fab-hdb-apartments.6777112/,"Aug 9, 2022"
